"NSC_number","smiles","logp","mol_weight","mol_formula"
14271,"CN(CC(=O)O)C",-2.91,103.1206,"C4H9NO2"
14285,"O=C(CC1=CC=C(C=C1)Cl)O",2.12,170.5951,"C8H7ClO2"
14358,"O=C(CC1=CC=C(C=C1)Br)O",2.31,215.0461,"C8H7BrO2"
14360,"O=C(CC1=CC(=CC=C1)O)O",0.85,152.1494,"C8H8O3"
14433,"O/N=C1\C=C/C(=N/O)C=C1",1.49,138.1256,"C6H6N2O2"
14448,"CC(C)(C)C1=CC(C=C(C(C)(C)C)C1=O)=O",4.42,220.3108,"C14H20O2"
14459,"CC(C)(C)C1=C(O)C(=CC(=C1)C(C)(C)C)C(C)(C)C",6.06,262.4344,"C18H30O"
14494,"CC(C)C1=CC=C([N+](=O)[O-])C=C1",3.45,165.1914,"C9H11NO2"
14662,"CC(C(=O)C(C)C)C",1.86,114.187,"C7H14O"
14759,"CC(CCCCCC)O",2.9,130.2296,"C8H18O"
14760,"CC(CCCCCCC)=O",3.14,142.2406,"C9H18O"
14880,"OC1=C(C=CC=C1)C=NC2=CC=CC=C2",3.09,197.236,"C13H11NO"
14881,"O=C(NC1=CC=CC=C1)C2=C(O)C=CC=C2",3.27,213.2354,"C13H11NO2"
14910,"CNC(=O)NC",-0.49,88.109,"C3H8N2O"
14911,"NC(=O)C1=CN=CC=N1",-0.6,123.114,"C5H5N3O"
14916,"C1=CC(=CC=C1)C2=CC=CC=C2",3.98,154.211,"C12H10"
14959,"CN(CCCN1C3=C(SC2=C1C=CC=C2)C=CC(=C3)C(F)(F)F)C",5.54,352.4167,"C18H19F3N2S"
14978,"O=C2C1=C(C=CC=C1)OC3=C2C=CC=C3",3.39,196.205,"C13H8O2"
15012,"OC(=O)C1=CC(=CC=C1)N",0.65,137.1378,"C7H7NO2"
15040,"NC1=CC=CN=C1",0.11,94.1158,"C5H6N2"
15041,"NC1=CC=NC=C1",0.26,94.1158,"C5H6N2"
15042,"OC(=O)C1=C(Cl)C=CC=C1",2.05,156.5683,"C7H5ClO2"
15043,"CC(=O)C1=CC=CC=N1",0.85,121.1384,"C7H7NO"
15072,"O=C(CC1=CC=CC=C1)NC2=CC=CC=C2",2.7,211.2628,"C14H13NO"
15131,"CNCCC1=CC=CC=C1",1.91,135.2084,"C9H13N"
15309,"C1(C(=CC(C(=C1)C)=O)C)=O",1.28,136.15,"C8H8O2"
15310,"OC(=O)C1=CC(=CC=C1)C(=O)O",1.66,166.133,"C8H6O4"
15311,"C1NC2=C(CC1)C=CC=C2",2.29,133.1926,"C9H11N"
15314,"CCCOC(=O)C1=C(C(OCCC)=O)C=CC=C1",3.27,250.2938,"C14H18O4"
15315,"CC(OC(=O)C1=C(C(OC(C)C)=O)C=CC=C1)C",2.83,250.2938,"C14H18O4"
15316,"CC(COC(=O)C1=C(C(OCC(C)C)=O)C=CC=C1)C",4.11,278.3474,"C16H22O4"
15318,"CCCCCCCCOC(=O)C1=C(C(OCCCCCCCC)=O)C=CC=C1",8.06,390.5618,"C24H38O4"
15347,"O=CC1=C(C=CC=C1)Cl",2.33,140.5689,"C7H5ClO"
15348,"NC1=C(C)C=CC=C1",1.32,107.1548,"C7H9N"
15349,"CC1=CC(=CC=C1)N",1.4,107.1548,"C7H9N"
15350,"CC1=CC=C(N)C=C1",1.39,107.1548,"C7H9N"
15351,"COC1=CC(=CC=C1O)C=O",1.21,152.1494,"C8H8O3"
15398,"COC(=O)C1=C(C(OC)=O)C=CC=C1",1.56,194.1866,"C10H10O4"
15468,"CC34C(C2C(C1(C)C(=CC(=O)CC1)CC2)CC3)CCC4(C(C)=O)O",3.17,330.4662,"C21H30O3"
15566,"O=[As](C1=CC=CC=C1)(O)O",0.06,202.0411,"C6H7AsO3"
15760,"C=CC1CCC=CC1",3.93,108.1828,"C8H12"
15772,"O=C(CC1=C2C(=CC=C1)C=CC=C2)O",2.24,186.2098,"C12H10O2"
15797,"OC(=O)C1=CC=C(C=O)C=C1",1.76,150.1336,"C8H6O3"
15912,"O=C2C1=C(C=CC=C1)SC3=C2C=CC=C3",3.99,212.2656,"C13H8OS"
16033,"C3=CC1=C(C2=C(C=C1)C=CC=C2)N=C3",3.43,179.2208,"C13H9N"
16045,"CC(C(=O)O)(CC)C",1.9,116.1596,"C6H12O2"
16060,"CCN(C(=O)C1=CC=CC=C1)CC",1.25,177.2456,"C11H15NO"
16151,"C(C[N+](=O)[O-])O",-0.42,91.0664,"C2H5NO3"
16233,"CNCCNC",-0.62,88.1522,"C4H12N2"
16581,"[N]2(C1=CC=CC=C1)C=CC=C2",3.08,143.1878,"C10H9N"
16589,"NC(C(C)O)C(=O)O",-2.94,119.12,"C4H9NO3"
16596,"OC(=O)C1=CC=C(N(C)C)C=C1",1.28,165.1914,"C9H11NO2"
16598,"OC(=O)C2=CC1=CC=CC=C1[NH]2",2.31,161.1598,"C9H7NO2"
16599,"ClC(C(N)=O)(Cl)Cl",1.04,162.4029,"C2H2Cl3NO"
16631,"OC(=O)C1=CC(=C(O)C=C1)O",0.86,154.122,"C7H6O4"
16634,"OC(=O)C1=C(O)C=C(C)C=C1",2.99,152.1494,"C8H8O3"
16644,"CC(=O)C1=CC=C(C(=O)O)C=C1",1.61,164.1604,"C9H8O3"
16682,"O=C(CC1=CC(=C(C=C1)O)OC)O",0.33,182.1756,"C9H10O4"
16934,"COC1=C(OC)C=CC=C1",1.6,138.1658,"C8H10O2"
16935,"O=C/C=C/C1=CC=CC=C1",1.9,132.1616,"C9H8O"
16936,"N#CCCC1=CC=CC=C1",1.72,131.1768,"C9H9N"
16937,"CCC(=O)C1=CC=CC=C1",2.19,134.1774,"C9H10O"
16939,"ClCCCC1=CC=CC=C1",3.55,154.6389,"C9H11Cl"
16940,"NC(CC1=CC(=C(O)C=C1)O)C(=O)O",-2.74,197.1902,"C9H11NO4"
16941,"CCCC1=CC=CC=C1",3.69,120.1938,"C9H12"
16942,"OCCCC1=CC=CC=C1",1.88,136.1932,"C9H12O"
17069,"CCCCC(COC(=O)C1=C(C(OCC(CCCC)CC)=O)C=CC=C1)CC",7.6,390.5618,"C24H38O4"
17125,"OC(=O)C1CCCCN1",-2.31,129.1584,"C6H11NO2"
17141,"NC(CC1=CC=C(O)C=C1)C(OCC)=O",0.72,209.2444,"C11H15NO3"
17468,"CN(CCCN1C3=C(SC2=C1C=CC=C2)C=CC=C3)C",4.55,284.4184,"C17H20N2S"
17470,"CN(CCCN2C1=C(C=CC(=C1)Cl)S(=O)C3=C2C=CC=C3)C",2.32,334.8629,"C17H19ClN2OS"
17474,"FC(C4=CC1=C(SC3=C(N1CCCN2CCN(C)CC2)C=CC=C3)C=C4)(F)F",5.03,407.4959,"C21H24F3N3S"
17478,"C13=C(C=CC=C1)SC2=CC=C(C=C2N3CCCN4CCN(C)CC4)Cl",4.88,373.9427,"C20H24ClN3S"
17479,"CN(CCCN1C3=C(SC2=C1C=CC=C2)C=CC(=C3)Cl)C",5.19,318.8635,"C17H19ClN2S"
17489,"OC1=C(O)C=CC(=C1)C",1.37,124.139,"C7H8O2"
17534,"C2=CC4=C1C3=C(C=CC1=C2)C=CC=C3C=C4",4.88,202.255,"C16H10"
17541,"CC(=O)C1=CC=C(C=C1)Br",2.43,199.0467,"C8H7BrO"
17549,"C1(C=C(C(=O)C(=C1)C)C)=O",1.22,136.15,"C8H8O2"
17555,"C(/C=C/C#N)#N",-0.25,78.0732,"C4H2N2"
17558,"N#CC1=CC=CN=C1",0.36,104.111,"C6H4N2"
17562,"N#CC1=C(C=CC=C1)C#N",0.99,128.133,"C8H4N2"
17581,"NC1=CC(=CC=C1)Cl",1.88,127.5731,"C6H6ClN"
17582,"OC(=O)C1=CC=C(C=C1)Br",2.86,201.0193,"C7H5BrO2"
17583,"OC(=O)C1=CC(=C(Cl)C=C1)Cl",3.25,191.0134,"C7H4Cl2O2"
17587,"BrC1=CC=C(Cl)C=C1",3.54,191.4546,"C6H4BrCl"
17588,"OC1=CC(=CC=C1)C2=CC=CC=C2",3.23,170.2104,"C12H10O"
17664,"CC([N+](=O)[O-])CC",1.2,103.1206,"C4H9NO2"
17860,"C(C1=C(O)C2=C(OC1=O)C=CC=C2)C4=C(O)C3=C(C=CC=C3)OC4=O",2.07,336.3002,"C19H12O6"
17958,"C1(=CC=C(O)C=C1)C(=C(CC)CC)C2=CC=C(O)C=C2",5.07,268.3548,"C18H20O2"
18137,"O=C(OC1=CC=C(C=C1)C(C)=O)NC",1.01,193.2018,"C10H11NO3"
18250,"[O-][N+]1=CC=CC=C1",-1.2,95.1006,"C5H5NO"
18251,"CC1=CC=CN=C1",1.2,93.128,"C6H7N"
18252,"CC1=CC=NC=C1",1.22,93.128,"C6H7N"
18255,"C=CC1=CC=CC=N1",1.54,105.139,"C7H7N"
18317,"CC34C(C2C(C1(C)C(=CC(=O)CC1)CC2)CC3)CCC4(C(CO)=O)O",3.08,346.4656,"C21H30O4"
18343,"C23=C(N=C1C(=NC(=O)NC1=O)N2CC(O)C(C(CO)O)O)C=C(C)C(=C3)C",-1.46,376.3682,"C17H20N4O6"
18429,"ClCCN(CCCl)C1=CC=CC=C1",2.9,218.1254,"C10H13Cl2N"
18470,"OC1=CC=CN=C1",0.48,95.1006,"C5H5NO"
18607,"CC(COC(=O)C(C)=C)C",2.66,142.1974,"C8H14O2"
18609,"C=CCC1=CC=CC=C1",3.23,118.178,"C9H10"
18720,"C(CN(C)C)/C=C2/C1=C(C=CC(=C1)Cl)SC3=C2C=CC=C3",5.18,315.8599,"C18H18ClNS"
18725,"CC1=C(C(=N[N]1C2=CC=CC=C2)C)N=O",2.28,201.2274,"C11H11N3O"
18786,"O=S(N(CCC)CCC)(=O)C1=CC=C(C(=O)O)C=C1",3.21,285.3574,"C13H19NO4S"
18797,"C1CN(N=O)CC1",-0.19,100.12,"C4H8N2O"
18804,"CC(C)C1=CC=CC(C(=C1)O)=O",1.89,164.2036,"C10H12O2"
18805,"CC(C)C1=CC=C(C(C=C1)=O)O",1.89,164.2036,"C10H12O2"
19028,"O=C2C1=C(C=CC=C1)OC(=C2)C3=CC=CC=C3",3.56,222.2428,"C15H10O2"
19045,"OC34C25C1=C(C=CC(=C1OC2C(=O)CC3)O)CC4N(C)CC5",0.83,301.3414,"C17H19NO4"
19311,"C1(=CC=CC=C1)OC2=CC=CC=C2",4.21,170.2104,"C12H10O"
19493,"O=C(CCCCCCCC(=O)O)O",1.57,188.223,"C9H16O4"
19509,"COC(=O)C3C2CC1C5=C(CCN1CC2CCC3O)C4=CC=CC=C4[NH]5",2.73,354.448,"C21H26N2O3"
19600,"CN(C(CC(C(=O)CC)(C1=CC=CC=C1)C2=CC=CC=C2)C)C",3.93,309.4504,"C21H27NO"
19645,"[O-][N+](=O)C1=C2C(=[N+]([O-])C=C1)C=CC=C2",1.09,190.158,"C9H6N2O3"
19675,"CCN(CCN)CC",0.21,116.2058,"C6H16N2"
19801,"O=C2C1=C(C=C(C=C1O)O)OC(=C2O)C3=C(C=C(O)C=C3)O",1.54,302.2398,"C15H10O7"
19998,"C[Hg]Cl",0.41,251.0777,"CH3ClHg"
20004,"COC(=O)C1=CC(=CC=C1)C",2.77,150.1768,"C9H10O2"
20103,"OC(=O)C1=CC(=C(O)C(=C1)O)O",0.7,170.1214,"C7H6O5"
20157,"C(CCC(N)C(=O)O)C1=CC=CC=C1",-0.36,193.245,"C11H15NO2"
20213,"S=C=NC1=CC=C(Cl)C=C1",3.91,169.6283,"C7H4ClNS"
20256,"O=C1NC(N(C=C1)C2OC(C(C2O)O)CO)=O",-1.98,244.2036,"C9H12N2O6"
20262,"[N]3(C1C(O)C(C(O1)CO)O)C2=NC=NC(=C2N=C3)O",-2.1,268.2286,"C10H12N4O5"
20578,"NC1=CC=C(S)C=C1",1.31,125.188,"C6H7NS"
20593,"[O-][N+](=O)C1=C2C(=CC=C1)C(=CC=C2)[N+](=O)[O-]",2.58,218.1684,"C10H6N2O4"
20659,"N#CC(C)=C",0.68,67.0902,"C4H5N"
20724,"C1(=CC=CC=C1)C(=NO)C2=CC=CC=C2",3.2,197.236,"C13H11NO"
20757,"OCC[N]2C1=C(C=CC=C1)N=N2",0.5,163.1786,"C8H9N3O"
20839,"O=C(NC1=CC=CC=C1)NN",0.16,151.1676,"C7H9N3O"
20848,"O=S(N)(=O)C1=CC=C(O)C=C1",0.06,173.1862,"C6H7NO3S"
20887,"O=C(C1=CC=CC=C1)C2=CC=CC=N2",1.88,183.2092,"C12H9NO"
20948,"C=CCNCC=C",1.11,97.1596,"C6H11N"
20949,"CC(COC(=O)C=C)C",2.22,128.1706,"C7H12O2"
20956,"CCCCOC(=O)C(C)=C",2.88,142.1974,"C8H14O2"
20957,"CC(OC(=O)C(C)=C)(C)C",2.54,142.1974,"C8H14O2"
20968,"C1CCC(OC(=O)C(C)=C)CC1",3.13,168.2352,"C10H16O2"
20990,"OCC(C(=O)O)C1=CC=CC=C1",0.77,166.1762,"C9H10O3"
21046,"CC2=C1C3=C(C=CC1=CC=C2)C=CC=C3",5.08,192.2598,"C15H12"
21092,"ClC1=CC(=CC(=C1)N)Cl",2.9,162.0182,"C6H5Cl2N"
21278,"NCC1=C(CO)C=NC(=C1O)C",-1.3,168.195,"C8H12N2O2"
21302,"CC(CF)=O",-0.39,76.0703,"C3H5FO"
21303,"C1(CF)OC1",-0.16,76.0703,"C3H5FO"
21305,"OC(CF)CF",-0.36,96.0766,"C3H6F2O"
21316,"S=C1NCCCN1",-0.68,116.1806,"C4H8N2S"
21394,"CC1=NC=C[NH]1",0.24,82.1048,"C4H6N2"
21448,"CC(C)C1=CCC(=CC1)C",4.5,136.2364,"C10H16"
21449,"CC(C)(O)C1CCC(=CC1)C",2.98,154.2516,"C10H18O"
21548,"C2(N1C(=O)NC(C(=C1)C)=O)OC(CO)C(C2)O",-0.93,242.231,"C10H14N2O5"
21627,"FC1=C(F)C(=C(O)C(=C1F)F)F",3.23,184.0653,"C6HF5O"
21628,"FC1=C(F)C(=C(F)C(=C1F)F)F",2.55,186.0564,"C6F6"
21637,"CC1=CC(=NC(=N1)C)N",0.39,123.1572,"C6H9N3"
21655,"[O-][N+]1=C2C(=CC=C1)C=CC=C2",0.36,145.1604,"C9H7NO"
21735,"COC1=CC(=CC=C1)O",1.34,124.139,"C7H8O2"
21914,"C5=CC4=C(C1=C3C2=C(C=C1)C=CC=C2C=CC3=C4)C=C5",5.97,252.3148,"C20H12"
21916,"OCC(=O)C45C3(C)C(C2C(F)(C1(C)C(=CC(=O)C=C1)CC2)C(C3)O)CC4OC(O5)(C)C",2.53,434.5037,"C24H31FO6"
21970,"CC4=C5C3=C(C2=C(C1=C(C=CC=C1)C=C2)C=C3C=C4)CC5",6.42,268.3574,"C21H16"
22323,"C(C[Sn](Cl)(CCCC)CCCC)CC",3.68,325.4883,"C12H27ClSn"
22364,"CCCOC(=O)C1=CC=C(C(OCCC)=O)N=C1",3.57,251.2816,"C13H17NO4"
22433,"C5=CC4=C(C3=CC1=C(C2=C(C=C1)C=CC=C2)C=C3C=C4)C=C5",7.11,278.3526,"C22H14"
22837,"OC1=C3C(=NC(=N1)N)[N](C2OC(CO)C(C2)O)C=N3",-1.3,267.2438,"C10H13N5O4"
22878,"CC(NC1C(=O)SCC1)=O",-0.35,159.2026,"C6H9NO2S"
22880,"NC(C(C)(C)S)C(=O)O",-1.78,149.2074,"C5H11NO2S"
22948,"OC(=O)C1=CC(=CC(=C1)O)O",0.86,154.122,"C7H6O4"
22976,"O=S(N)(=O)C1=CC=C(C(=O)O)C=C1",0.5,201.1966,"C7H7NO4S"
23040,"OC(=O)C2=CC=C(C1=CC=CC=C1)C=C2",3.75,198.2208,"C13H10O2"
23076,"CC1=C(O)C=CC=C1",1.95,108.1396,"C7H8O"
23100,"N(C(=N)NC(N)=N)CCC1=CC=CC=C1",-0.83,205.262,"C10H15N5"
23226,"CN(N=O)C",-0.57,74.0822,"C2H6N2O"
23481,"C(/[N+](=O)[O-])(=C/C1=CC=CC=C1)CC",2.86,177.2024,"C10H11NO2"
23516,"CCCOC(=O)C1=CC=C(N)C=C1",2.43,179.2182,"C10H13NO2"
23615,"C2(N1C(=O)NC(C=C1)=O)OC(CO)C(C2)O",-1.51,228.2042,"C9H12N2O5"
23712,"O=NN(CCC#N)CCC#N",0.08,152.1554,"C6H8N4O"
23813,"N(S(=O)(=O)C1=CC=C(C)C=C1)C(NCCCC)=O",2.34,270.3458,"C12H18N2O3S"
23862,"C(/[N+](=O)[O-])=C/C1=CC(=CC=C1)[N+](=O)[O-]",1.82,194.1464,"C8H6N2O4"
23909,"CN(C(N)=O)N=O",-0.03,103.0804,"C2H5N3O2"
23957,"CCCCCCCCOC(=O)CCCCCCC",6.51,256.4276,"C16H32O2"
24096,"O=C(OCCC1=CC=CC=C1)C2=CC=CC=C2",4.01,226.2744,"C15H14O2"
24146,"C=CC(=O)OC",0.8,86.0902,"C4H6O2"
24152,"CCOC(=O)C(C)=C",1.94,114.1438,"C6H10O2"
24173,"CCC(COC(C(C)=C)=O)CCCC",4.54,198.3046,"C12H22O2"
24180,"CC(C(=O)OCCO)=C",0.47,130.1432,"C6H10O3"
24184,"C(CCCCCCC(=O)O)/C=C/C/C=C/CCCCC",7.05,280.4496,"C18H32O2"
24248,"C(CC1OC(=O)CC1)CCCC",2.72,170.251,"C10H18O2"
24268,"CCCCC1CO1",1.95,100.1602,"C6H12O"
24500,"COC1=CC(C=C(OC)C1=O)=O",-0.06,168.1488,"C8H8O4"
24761,"COC(=O)C1=CC=C(C)C=C1",2.7,150.1768,"C9H10O2"
24818,"C23=C(C=C1OCOC1=C2)C(C5C(C3C4=CC(=C(OC)C(=C4)OC)OC)C(=O)OC5)O",2.01,414.411,"C22H22O8"
24835,"C1=CCCCC1",2.86,82.145,"C6H10"
24836,"CC1CCCC1",3.37,84.1608,"C6H12"
24837,"CC(C(C)C)C",3.42,86.1766,"C6H14"
24848,"CC(CC1=CC=CC=C1)C",4.68,134.2206,"C10H14"
24861,"C15=C(C(=C3C(=C1C2=CC=CC=C2)C=CC=C3)C4=CC=CC=C4)C=CC=C5",8.46,330.4282,"C26H18"
24874,"CC(CCC(=O)OC)=O",-0.13,130.1432,"C6H10O3"
24936,"CC1=C([NH]C2=C1C=CC=C2)C",3.05,145.2036,"C10H11N"
25027,"C1(=CC=CC=C1)OC2=CC=C(O)C=C2",3.35,186.2098,"C12H10O2"
25066,"O=C(CC1=CC=C(C=C1)O)O",0.75,152.1494,"C8H8O3"
25084,"ClCC1=CC=C(C=C1)F",2.73,144.5758,"C7H6ClF"
25134,"O=C2N(N(C1=CC=CC=C1)C(C2CCCC)=O)C3=CC=CC=C3",3.16,308.3792,"C19H20N2O2"
25154,"C(CC(=O)N1CCN(C(=O)CCBr)CC1)Br",0.42,356.0566,"C10H16Br2N2O2"
25163,"NC(C(=O)O)CCCN",-4.22,132.162,"C5H12N2O2"
25263,"COC(=O)C1C3N(C)C(CC1OC(=O)C2=CC=CC=C2)CC3",2.3,303.3572,"C17H21NO4"
25317,"C1(=CC=CC=C1)COC(N)=O",1.2,151.1646,"C8H9NO2"
25485,"OCC46C3C(C1(C(C(CC1)C2=CC(=O)OC2)(C)CC3O)O)CCC4(O)CC(OC5C(O)C(O)C(O)C(O5)C)CC6O",-2.0,584.6594,"C29H44O12"
25498,"CC(CC)(C)O",0.89,88.1492,"C5H12O"
25499,"CC(CC)O",0.61,74.1224,"C4H10O"
25502,"OC(C)C1=CC=CC=C1",1.42,122.1664,"C8H10O"
25758,"OC(=O)C1=CC(=C(N)C=C1)F",1.41,155.1283,"C7H6FNO2"
25945,"CC(N)=O",-1.26,59.0676,"C2H5NO"
25953,"C(N(C(=S)SSC(N(CC)CC)=S)CC)C",3.88,296.5214,"C10H20N2S4"
25956,"C(CCCCCCCCCCC(=O)O)CCCCCC",8.23,284.4812,"C18H36O2"
25999,"CCNC1=NC(=NC(=N1)Cl)NCC",2.18,201.6583,"C7H12ClN5"
26002,"CC(NC1=NC(=NC(=N1)Cl)NC(C)C)C",2.93,229.7119,"C9H16ClN5"
26022,"N#CC1=NC(=CC=C1)C",0.84,118.1378,"C7H6N2"
26024,"OCC1=CC=NC=C1",0.06,109.1274,"C6H7NO"
26136,"OCC1=CC(=C(Cl)C=C1)Cl",2.74,177.0298,"C7H6Cl2O"
26154,"NCCCCCC(=O)O",-2.95,131.1742,"C6H13NO2"
26198,"CC34C2C(C1C(C)(C(O)CC1)CC2)CCC3CC(=O)C(C4)C",3.99,304.4716,"C20H32O2"
26256,"C3=CC1=C(C2=C(C=C1)C=CC=C2)C=C3",4.46,178.233,"C14H10"
26265,"OCC1=CC2=C(C=C1)OCO2",1.05,152.1494,"C8H8O3"
26271,"P1(=O)(N(CCCl)CCCl)NCCCO1",0.63,261.0875,"C7H15Cl2N2O2P"
26336,"N2=CC1=CC=CC=C1[NH]2",1.77,118.1378,"C7H6N2"
26343,"OC2=CC1=C(N=CC=C1)C=C2",1.98,145.1604,"C9H7NO"
26347,"O1COCOC1",-0.43,90.0786,"C3H6O3"
26350,"CC12C(C)(C)C(CC1O)CC2",2.69,154.2516,"C10H18O"
26553,"C(SCC(=O)O)C1=CC=CC=C1",2.1,182.2368,"C9H10O2S"
26647,"O=C2C1=C(C(=CC=C1O)O)C(=O)C=C2",1.79,190.155,"C10H6O4"
26745,"O=C2C1=C(C=CC=C1O)OC(=C2)C3=CC=CC=C3",4.3,238.2422,"C15H10O3"
26826,"O=CC2=CC1=C(OCO1)C=C2",1.05,150.1336,"C8H6O3"
26980,"COC23N(C1=C(C(C(=C(C1=O)C)N)=O)C2COC(N)=O)CC4C3N4",-0.4,334.331,"C15H18N4O5"
26997,"N#CC1=C3C(=CC2=C1C=CC=C2)C=CC=C3",4.26,203.2428,"C15H9N"
27002,"BrC1=C(C=C(C(=C1)Br)Br)Br",5.13,393.6978,"C6H2Br4"
27003,"ClC1=C(Cl)C=C(Cl)C(=C1)Cl",4.64,215.8938,"C6H2Cl4"
27156,"CCC1(CC)C(=O)N(C)C(=O)NC1=O",1.15,198.2212,"C9H14N2O3"
27159,"CC(CC1=CC=CC=C1)N",1.76,135.2084,"C9H13N"
27162,"C1CCCCN1",0.84,85.1486,"C5H11N"
27185,"O=S(=O)(C1=CC=C([N+](=O)[O-])C=C1)C2=CC=C(N)C=C2",2.04,278.282,"C12H10N2O4S"
27223,"OC(=O)C1=C(OC(C)=O)C=CC=C1",1.19,180.1598,"C9H8O4"
27259,"N(S(=O)(=O)C1=CC=C(N)C=C1)C2=NC=CC(=N2)C",0.14,264.3014,"C11H12N4O2S"
27302,"O=C1C(NC(N1)=O)C2=CC=CC=C2",0.46,176.1744,"C9H8N2O2"
27311,"O=C(OC1=C2C(=CC=C1)C=CC=C2)NC",2.36,201.2244,"C12H11NO2"
27418,"NCCCC(=O)O",-3.17,103.1206,"C4H9NO2"
27421,"NC(CCC(N)=O)C(=O)O",-3.64,146.1456,"C5H10N2O3"
27422,"NC(CC1=C[NH]C=N1)C(=O)O",-3.32,155.156,"C6H9N3O2"
27425,"NC(CCCNC(=O)N)C(=O)O",-3.19,175.187,"C6H13N3O3"
27435,"OC(=O)C1=C(O)C(=CC=C1)O",1.2,154.122,"C7H6O4"
27436,"OC(=O)C1=C(O)C(=C(O)C=C1)O",1.05,170.1214,"C7H6O5"
27461,"N(CCNC(=O)C1=CC=C(N)C=C1)(CC)CC",0.88,235.3284,"C13H21N3O"
27640,"C2(N1C(=O)NC(C(=C1)F)=O)OC(CO)C(C2)O",-1.16,246.1947,"C9H11FN2O5"
27795,"CC(OC1=CC=CC=C1)=O",1.49,136.15,"C8H8O2"
27799,"O=C(CC1=CC=C(C=C1)OC)O",1.42,166.1762,"C9H10O3"
27886,"ClCCC1=CC=CC=C1",2.95,140.6121,"C8H9Cl"
27982,"NC1=C2C(=CC=C1)N=CC=C2",1.16,144.1756,"C9H8N2"
28449,"NC1=C(O)C=CC(=C1)Cl",1.81,143.5725,"C6H6ClNO"
28591,"OC(=O)C1=C(OC)C=CC=C1OC",0.66,182.1756,"C9H10O4"
28822,"OC1=C2C(=CC=C1)CCCC2",2.95,148.2042,"C10H12O"
28876,"CN(CCN(C)C)C",0.3,116.2058,"C6H16N2"
29027,"ClC1=C(Cl)C(=C(O)C(=C1Cl)O)Cl",4.29,247.8926,"C6H2Cl4O2"
29215,"C1(C(=C(C(=O)C(=C1)N2CC2)N3CC3)N4CC4)=O",-0.13,231.2536,"C12H13N3O2"
29461,"CC(OC1=C(Cl)C=C(Cl)C(=C1)Cl)C(=O)O",3.8,269.5115,"C9H7Cl3O3"
29466,"O=C(NC1=CC(=CC=C1)Cl)OC(C)C",3.51,213.6633,"C10H12ClNO2"
29560,"N#CC(=NNC1=CC=CC=C1)C#N",2.67,170.1732,"C9H6N4"
29630,"NC1=C2C(=NC(=N1)N)N=CC(=N2)CN(C)C3=C(Cl)C=C(C(NC(CCC(=O)O)C(=O)O)=O)C=C3Cl",-0.1,523.3346,"C20H20Cl2N8O5"
29705,"O=C(NC1=CC=CC=C1)OCCCC",3.3,193.245,"C11H15NO2"
30086,"O1CCC1",-0.14,58.0798,"C3H6O"
30094,"O=CNC1=CC(=CC=C1)Cl",1.9,155.5835,"C7H6ClNO"
30095,"O1COC2=C1C=CC=C2",2.08,122.1232,"C7H6O2"
30111,"OC(=O)C1=C(O)C=CC(=C1)Cl",3.09,172.5677,"C7H5ClO3"
30112,"O=C(CCCCCC(=O)O)O",0.61,160.1694,"C7H12O4"
30115,"O=C(COC1=CC(=CC=C1)Cl)O",2.03,186.5945,"C8H7ClO3"
30178,"N(S(=O)(=O)C1=CC=CC=C1)C2=CC=CC=C2",2.58,233.2844,"C12H11NO2S"
30213,"CNC(N)=S",-0.69,90.1428,"C2H6N2S"
30300,"OCCC",0.25,60.0956,"C3H8O"
30306,"O=C2NN(C1=CC=CC=C1)CC2",0.89,162.1908,"C9H10N2O"
30321,"CC(CN1C3=C(SC2=C1C=CC=C2)C=CC=C3)N(C)C",4.81,284.4184,"C17H20N2S"
30350,"[O-][N+](=O)C1=CC=NC=C1",0.33,124.0988,"C5H4N2O2"
30412,"CC1=CN=CC=N1",0.21,94.1158,"C5H6N2"
30418,"CC(COC(N)=O)(COC(N)=O)CCC",0.7,218.2522,"C9H18N2O4"
30419,"COC1=C(OC)C=C(CCN)C=C1OC",0.78,211.2602,"C11H17NO3"
30442,"CCC1(CC)C(=O)C(C)CNC1=O",0.78,183.2498,"C10H17NO2"
30581,"CC(NC1=CC(=CC=C1)C(F)(F)F)=O",2.56,203.1635,"C9H8F3NO"
30600,"CCN(CC)CC",1.45,101.1912,"C6H15N"
30602,"CCNCC",0.58,73.1376,"C4H11N"
30603,"ClCC#CCCl",2.01,122.9816,"C4H4Cl2"
30625,"C2(=CCN1CCC(C12)OC(/C(=C/C)C)=O)COC(=O)C(C(OC)C)(C(C)(C)O)O",1.28,411.4942,"C21H33NO7"
30635,"CC(=O)C1=CC=C(F)C=C1",1.72,138.1411,"C8H7FO"
30636,"FS(=O)(=O)C1=CC=C(NC(C)=O)C=C1",2.17,217.2145,"C8H8FNO3S"
30703,"P(=O)(OCC=C)(OCC=C)OCC=C",1.76,218.1889,"C9H15O4P"
30782,"CC23C1=C(C=CC(=C1)OC(NC)=O)N(C2N(C)CC3)C",1.58,275.3498,"C15H21N3O2"
30805,"C23=C(CC1=CC=CC=C1C2)C=CC=C3",4.25,180.2488,"C14H12"
30878,"C6=CC1=C(C4=C(C2=C1C=CC=C2)C3=C(C=CC=C3)C5=C4C=CC=C5)C=C6",8.39,328.4124,"C26H16"
30970,"C4=CC3=CC1=C(C2=C(C=C1)C=CC=C2)C=C3C=C4",5.76,228.2928,"C18H12"
